id	gaps	source_type	title	url	local_path	download_status
SRC-001	Gap1;Gap3	vendor_blog	Amazon Q Developer reached $260M milestone	https://aws.amazon.com/blogs/devops/amazon-q-developer-just-reached-a-260-million-dollar-milestone/	raw/001_amazon_q_260m_milestone.html	downloaded
SRC-002	Gap3	consulting_blog	LangGraph vs CrewAI (production failure patterns)	https://xcelore.com/blog/langgraph-vs-crewai/	raw/002_xcelore_langgraph_vs_crewai.html	downloaded
SRC-003	Gap4	dataset_repo	Zenodo Tokenomics record	https://zenodo.org/records/17430187	raw/003_zenodo_17430187.html	downloaded
SRC-004	Gap4;Gap6	vendor_site	Lumay site	https://www.lumay.ai/	raw/004_lumay_ai.html	downloaded
SRC-005	Gap5	academic_doi	DOI: 10.1590/1807-7692bar2025250060	https://doi.org/10.1590/1807-7692bar2025250060	raw/005_doi_1807-7692bar2025250060.html	downloaded
SRC-006	Gap5	vendor_site	ComplianceRT	https://compliancert.com/	raw/006_compliancert.html	downloaded
SRC-007	Gap1;Gap2	industry_report	Deloitte State of AI in the Enterprise 2026 (PDF)	https://www.deloitte.com/content/dam/assets-zone3/us/en/docs/services/consulting/2026/state-of-ai-2026.pdf	raw/007_deloitte_state_of_ai_2026.pdf	downloaded
SRC-008	Gap1;Gap5	industry_survey	McKinsey State of AI 2025 (browser snapshot)	https://www.mckinsey.com/capabilities/quantumblack/our-insights/the-state-of-ai	raw/008_mckinsey_state_of_ai_2025_playwright_snapshot.md	captured_playwright
SRC-009	Gap1	primary_research	Anthropic: Measuring AI agent autonomy in practice	https://www.anthropic.com/research/measuring-agent-autonomy	raw/009_anthropic_measuring_agent_autonomy.html	downloaded
SRC-010	Gap2	security_report	Akto State of Agentic AI Security 2025 (press release)	https://www.prnewswire.com/news-releases/aktos-2025-state-of-agentic-ai-security-report-finds-only-21-of-enterprises-have-visibility-302635105.html	raw/010_akto_state_agentic_ai_security_2025_prnewswire.html	downloaded
SRC-011	Gap3	security_incident	AIM EchoLeak prompt injection breach analysis	https://www.aim.security/post/echoleak-blogpost	raw/011_aim_echoleak_blogpost.html	downloaded
SRC-012	Gap3	vulnerability_db	NVD CVE-2025-32711	https://nvd.nist.gov/vuln/detail/CVE-2025-32711	raw/012_nvd_cve_2025_32711.html	downloaded
SRC-013	Gap3	company_press	Klarna AI assistant customer service results	https://www.klarna.com/international/press/klarna-ai-assistant-handles-two-thirds-of-customer-service-chats-in-its-first-month/	raw/013_klarna_ai_assistant_press.html	downloaded
SRC-014	Gap4	official_docs	Anthropic pricing docs (dynamic page)	https://docs.anthropic.com/en/docs/about-claude/pricing	raw/014_anthropic_pricing.html	downloaded_dynamic
SRC-015	Gap4	official_docs	OpenAI API pricing (browser snapshot)	https://openai.com/api/pricing/	raw/015_openai_api_pricing_playwright_snapshot.md	captured_playwright
SRC-016	Gap4	official_pricing	Temporal pricing (browser snapshot)	https://temporal.io/pricing	raw/016_temporal_cloud_pricing_playwright_snapshot.md	captured_playwright
SRC-017	Gap4	official_pricing	Restate Cloud pricing (browser snapshot)	https://www.restate.dev/cloud/#pricing	raw/017_restate_cloud_pricing_playwright_snapshot.md	captured_playwright
SRC-018	Gap4	official_pricing	LangSmith pricing	https://www.langchain.com/pricing-langsmith	raw/018_langsmith_pricing.html	downloaded
SRC-019	Gap4	official_pricing	Braintrust pricing	https://www.braintrust.dev/pricing	raw/019_braintrust_pricing.html	downloaded
SRC-020	Gap5	regulatory_timeline	EU AI Act implementation timeline	https://ai-act-service-desk.ec.europa.eu/en/ai-act/eu-ai-act-implementation-timeline	raw/020_eu_ai_act_timeline_ec.html	downloaded
SRC-021	Gap5	regulatory_summary	EU AI Act policy page	https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai	raw/021_eu_ai_act_policy_page.html	downloaded
SRC-022	Gap5	regulation_text	EU AI Act Regulation (EU) 2024/1689 full text PDF	https://op.europa.eu/o/opportal-service/download-handler?identifier=d79f3e5d-41bc-11f0-b9f2-01aa75ed71a1&format=pdf&language=en&productionSystem=cellar&part=	raw/022_eu_ai_act_regulation_2024_1689_en.pdf	downloaded_alt
SRC-023	Gap5	compliance_framework	AICPA SOC 2 overview	https://www.aicpa-cima.com/topic/audit-assurance/audit-and-assurance-greater-than-soc-2	raw/023_aicpa_soc2_overview.html	downloaded
SRC-024	Gap5	compliance_framework	AICPA SOC 2 description criteria resource	https://www.aicpa-cima.com/resources/download/get-description-criteria-for-your-organizations-soc-2-r-report	raw/024_aicpa_soc2_description_criteria_resource.html	downloaded
SRC-025	Gap5	compliance_framework	ISO/IEC 42001 overview (NQA)	https://www.nqa.com/en-us/certification/standards/iso-42001	raw/025_nqa_iso_42001_overview.html	downloaded_alt
SRC-026	Gap3	postmortem	AI Agent overspend post-mortem ($4,800 in 3 minutes)	https://www.useproxy.ai/blog/ai-agent-overspend-postmortem	raw/026_proxy_ai_agent_overspend_postmortem.html	downloaded
SRC-027	Gap1	industry_survey	KPMG AI Quarterly Pulse Survey	https://kpmg.com/us/en/articles/2025/ai-quarterly-pulse-survey.html	raw/027_kpmg_ai_quarterly_pulse.html	downloaded
SRC-028	Gap1	primary_research	Anthropic Economic Index hub	https://www.anthropic.com/economic-index	raw/028_anthropic_economic_index.html	downloaded
SRC-029	Gap4	primary_research	Anthropic models overview (r.jina mirror capture)	https://docs.anthropic.com/en/docs/about-claude/models/overview	raw/029_anthropic_models_overview_rjina.md	downloaded_rjina
SRC-030	Gap4	primary_research	Anthropic model deprecations (r.jina mirror capture)	https://docs.anthropic.com/en/docs/about-claude/model-deprecations	raw/030_anthropic_model_deprecations_rjina.md	downloaded_rjina
SRC-031	Gap1;Gap5	industry_report	Stanford HAI 2025 AI Index report	https://hai.stanford.edu/ai-index/2025-ai-index-report	raw/031_stanford_ai_index_2025_rjina.md	downloaded_rjina
SRC-032	Gap5;Gap6	official_guidance	NIST AI RMF Generative AI Profile	https://www.nist.gov/publications/artificial-intelligence-risk-management-framework-generative-artificial-intelligence	raw/032_nist_ai_rmf_genai_profile_rjina.md	downloaded_rjina
SRC-033	Gap2;Gap6	security_standard	OWASP Top 10 for LLM Applications	https://genai.owasp.org/llm-top-10/	raw/033_owasp_top10_llm_apps_rjina.md	downloaded_rjina
SRC-034	Gap2;Gap6	policy_framework	OECD common reporting framework for AI incidents	https://www.oecd.org/en/publications/towards-a-common-reporting-framework-for-ai-incidents_8fa8278e-en.html	raw/034_oecd_ai_incident_reporting_framework.html	blocked_cloudflare
SRC-035	Gap2;Gap6	incident_database	OECD AI Incidents Monitor	https://oecd.ai/en/incidents	raw/035_oecd_ai_incidents_monitor_rjina.md	downloaded_rjina
SRC-036	Gap6	internet_standard	RFC 9700 Best Current Practice for OAuth 2.0 Security	https://www.rfc-editor.org/rfc/rfc9700	raw/036_rfc9700_oauth_security_bcp_rjina.md	downloaded_rjina
SRC-037	Gap6	protocol_spec	Model Context Protocol Authorization Specification	https://modelcontextprotocol.io/specification/2025-06-18/basic/authorization	raw/037_mcp_authorization_spec_rjina.md	downloaded_rjina
SRC-038	Gap2;Gap4	observability_standard	OpenTelemetry GenAI Semantic Conventions	https://opentelemetry.io/docs/specs/semconv/gen-ai/	raw/038_opentelemetry_genai_semconv_rjina.md	downloaded_rjina
SRC-039	Gap1	academic_preprint	Measuring AI Ability to Complete Long Tasks	https://arxiv.org/abs/2503.14499	raw/039_metr_long_tasks_arxiv_rjina.md	downloaded_rjina
SRC-040	Gap1	academic_preprint	GAIA benchmark for General AI Assistants	https://arxiv.org/abs/2311.12983	raw/040_gaia_benchmark_arxiv_rjina.md	downloaded_rjina
SRC-041	Gap1	academic_preprint	RE-Bench: frontier AI R&D capabilities vs human experts	https://arxiv.org/abs/2411.15114	raw/041_rebench_arxiv_rjina.md	downloaded_rjina
SRC-042	Gap1	company_research_note	OpenAI note on SWE-bench Verified evaluation	https://openai.com/index/why-we-no-longer-evaluate-on-swe-bench-verified/	raw/042_openai_swebench_verified_note.html	blocked_cloudflare
SRC-043	Gap2;Gap6	gov_alert	CISA secure AI prompt-injection alert URL capture	https://www.cisa.gov/news-events/alerts/2025/09/18/secure-ai-development-and-deployment-by-design-and-reducing-prompt-injection-risks	raw/043_cisa_secure_ai_prompt_injection_alert.html	not_found_404
SRC-044	Gap2;Gap6	official_guidance	NIST adversarial ML taxonomy URL capture	https://www.nist.gov/publications/adversarial-machine-learning-taxonomy-and-terminology	raw/044_nist_adversarial_ml_taxonomy.html	not_found_404
SRC-045	Gap4	finops_framework	FinOps measuring AI cost and usage URL capture	https://www.finops.org/wg/measuring-ai-cost-and-usage-with-finops/	raw/045_finops_measuring_ai_cost_usage.html	not_found_404
SRC-046	Gap1	consulting_report	BCG AI payoff in technology function URL capture	https://www.bcg.com/publications/2026/how-ai-paying-off-tech-function	raw/046_bcg_ai_payoff_tech_function.html	access_denied
SRC-047	Gap1	industry_report	PwC 2025 Global AI Jobs Barometer page	https://www.pwc.com/gx/en/services/ai/ai-jobs-barometer.html	raw/047_pwc_ai_jobs_barometer_2025.html	downloaded_html_rjina_blocked
SRC-048	Gap1	company_research	GitHub Copilot productivity and happiness study	https://github.blog/news-insights/research/research-quantifying-github-copilots-impact-on-developer-productivity-and-happiness/	raw/048_github_copilot_productivity_study_rjina.md	downloaded_rjina
SRC-049	Gap1	academic_preprint	Impact of Generative AI on Collaborative OSS Development	https://arxiv.org/abs/2410.02091	raw/049_ai_tools_society_arxiv_rjina.md	downloaded_rjina
SRC-050	Gap1;Gap4	academic_preprint	AI-Assisted Programming Decreases Productivity of Experienced Developers	https://arxiv.org/abs/2510.10165	raw/050_genai_critical_thinking_arxiv_rjina.md	downloaded_rjina
SRC-051	Gap5	vendor_framework	Salesforce Agentic Maturity Model (4-step roadmap)	https://www.salesforce.com/news/stories/agentic-maturity-model/	raw/051_salesforce_agentic_maturity_model.html	downloaded_html
SRC-052	Gap6	gov_alert	CISA and UK NCSC joint secure AI guidelines alert	https://www.cisa.gov/news-events/alerts/2023/11/26/cisa-and-uk-ncsc-unveil-joint-guidelines-secure-ai-system-development	raw/052_cisa_uk_ncsc_secure_ai_alert_rjina.md	downloaded_plus_rjina
SRC-053	Gap6	gov_guidance	NCSC guidelines for secure AI system development	https://www.ncsc.gov.uk/collection/guidelines-secure-ai-system-development	raw/053_ncsc_guidelines_secure_ai_page_rjina.md	downloaded_plus_rjina
SRC-054	Gap6	gov_guidance_pdf	Guidelines for secure AI system development (PDF)	https://www.ncsc.gov.uk/files/Guidelines-for-secure-AI-system-development.pdf	raw/054_ncsc_guidelines_secure_ai_pdf.pdf	downloaded_plus_rjina
SRC-055	Gap4;Gap6	finops_framework	FinOps Foundation: FinOps for AI scope	https://www.finops.org/framework/scope/finops-for-ai/	raw/055_finops_for_ai_scope_rjina.md	downloaded_plus_rjina
SRC-056	Gap2;Gap6	official_guidance_pdf	NIST AI 100-2e2023: Adversarial ML taxonomy and terminology	https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-2e2023.pdf	raw/056_nist_ai_100_2e2023_pdf.pdf	downloaded_plus_rjina
SRC-057	Gap1	academic_preprint	SWE-bench: Can Language Models Resolve Real-World GitHub Issues?	https://arxiv.org/abs/2310.06770	raw/057_swebench_arxiv_rjina.md	downloaded_plus_rjina
SRC-058	Gap2	legal_case	Mata v Avianca sanctions order (AI-citation hallucination case)	https://caselaw.findlaw.com/court/us-dis-crt-sd-new-yor/2335142.html	raw/058_mata_v_avianca_sanctions_findlaw_rjina.md	rjina_only_cloudflare_html_blocked
SRC-059	Gap1;Gap5	industry_report_pdf	PwC The Fearless Future: 2025 Global AI Jobs Barometer (PDF)	https://www.pwc.com/gx/en/issues/artificial-intelligence/job-barometer/2025/report.pdf	raw/059_pwc_ai_jobs_barometer_2025_report_pdf.pdf	downloaded_plus_rjina
SRC-060	Gap1	academic_working_paper	NBER Working Paper: Generative AI at Work	https://www.nber.org/papers/w31161	raw/060_nber_generative_ai_at_work_rjina.md	downloaded_plus_rjina
SRC-061	Gap2;Gap6	legal_case	Moffatt v Air Canada (CanLII) URL capture	https://www.canlii.org/en/bc/bccrt/doc/2024/2024bccrt149/2024bccrt149.html	raw/061_moffatt_v_air_canada_canlii_rjina.md	blocked_cloudflare_and_rjina_blocked
SRC-062	Gap1	company_research_note	OpenAI note on SWE-bench Verified evaluation (current URL capture)	https://openai.com/index/why-we-no-longer-evaluate-swe-bench-verified/	raw/062_openai_swebench_verified_note_current_rjina.md	blocked_cloudflare_and_rjina_blocked
SRC-063	Gap1	company_research_note	OpenAI SWE-Lancer research page URL capture	https://openai.com/research/swe-lancer/	raw/063_openai_swe_lancer_research_rjina.md	blocked_cloudflare_and_rjina_blocked
SRC-064	Gap5;Gap6	regulatory_guidance	EU AI Office: Drawing-up a General-Purpose AI Code of Practice	https://digital-strategy.ec.europa.eu/en/policies/ai-code-practice	raw/064_eu_ai_code_of_practice_policy.html	downloaded_html
SRC-065	Gap1;Gap6	regulatory_update	EU AI Pact marks one year of progress	https://digital-strategy.ec.europa.eu/en/news/ai-pact-marks-one-year-progress-trustworthy-ai-europe	raw/065_eu_ai_pact_one_year_progress_news.html	downloaded_html
SRC-066	Gap6	official_guidance	NIST AI RMF Playbook	https://www.nist.gov/itl/ai-risk-management-framework/nist-ai-rmf-playbook	raw/066_nist_ai_rmf_playbook_rjina.md	downloaded_plus_rjina
SRC-067	Gap1	official_statistics	BLS: AI impacts in employment projections	https://www.bls.gov/opub/ted/2025/ai-impacts-in-bls-employment-projections.htm	raw/067_bls_ai_impacts_employment_proj_rjina.md	rjina_only_html_blocked
SRC-068	Gap1	policy_report	OECD: Generative AI and the SME workforce URL capture	https://www.oecd.org/en/publications/generative-ai-and-the-sme-workforce_2d08b99d-en/full-report.html	raw/068_oecd_genai_sme_workforce_full_report_rjina.md	blocked_cloudflare_and_rjina_blocked
SRC-069	Gap6	gov_guidance	CISA Secure by Design resource page	https://www.cisa.gov/resources-tools/resources/secure-by-design	raw/069_cisa_secure_by_design_rjina.md	downloaded_plus_rjina
SRC-070	Gap6	gov_guidance_pdf	CISA et al. Principles and Approaches for Security-by-Design and -Default (PDF)	https://www.cisa.gov/sites/default/files/2023-06/principles_approaches_for_security-by-design-default_508c.pdf	raw/070_cisa_secure_by_design_principles_pdf.pdf	downloaded_pdf_plus_rjina
SRC-071	Gap4;Gap5	official_developer_guide	OpenAI Developers: Building agents track	https://developers.openai.com/tracks/building-agents/	raw/071_openai_building_agents_track_rjina.md	downloaded_plus_rjina
SRC-072	Gap4;Gap5	official_engineering_guide	Anthropic Engineering: Building Effective AI Agents	https://www.anthropic.com/engineering/building-effective-agents	raw/072_anthropic_building_effective_agents_rjina.md	downloaded_plus_rjina
SRC-073	Gap1;Gap5	academic_preprint	Measuring Agents in Production (MAP)	https://arxiv.org/abs/2512.04123	raw/073_measuring_agents_in_production_arxiv_abs_rjina.md	downloaded_abs_rjina_pdf
SRC-074	Gap4;Gap5	academic_preprint	A Practical Guide for Designing, Developing, and Deploying Production-Grade Agentic AI Workflows	https://arxiv.org/abs/2512.08769	raw/074_production_grade_agentic_workflows_practical_guide_arxiv_abs_rjina.md	downloaded_abs_rjina_pdf
SRC-075	Gap2;Gap6	academic_preprint	Agents of Chaos	https://arxiv.org/abs/2602.20021	raw/075_agents_of_chaos_arxiv_abs_rjina.md	downloaded_abs_rjina_pdf
SRC-076	Gap2;Gap6	academic_preprint	EchoLeak: The First Real-World Zero-Click Prompt Injection Exploit in a Production LLM System	https://arxiv.org/abs/2509.10540	raw/076_echoleak_zero_click_prompt_injection_arxiv_abs_rjina.md	downloaded_abs_rjina_pdf
SRC-077	Gap2;Gap6	academic_preprint	Incident Analysis for AI Agents	https://arxiv.org/abs/2508.14231	raw/077_incident_analysis_for_ai_agents_arxiv_abs_rjina.md	downloaded_abs_rjina_pdf
SRC-078	Gap4;Gap6	academic_survey	A Survey on AgentOps: Categorization, Challenges, and Future Directions	https://arxiv.org/abs/2508.02121	raw/078_survey_on_agentops_arxiv_abs_rjina.md	downloaded_abs_rjina_pdf
SRC-079	Gap2;Gap4	academic_preprint	Beyond Black-Box Benchmarking: Observability, Analytics, and Optimization of Agentic Systems	https://arxiv.org/abs/2503.06745	raw/079_beyond_black_box_benchmarking_observability_agentic_systems_arxiv_abs_rjina.md	downloaded_abs_rjina_pdf
SRC-080	Gap1	academic_survey	Advances and Frontiers of LLM-based Issue Resolution in Software Engineering: A Comprehensive Survey	https://arxiv.org/abs/2601.11655	raw/080_advances_in_issue_resolution_arxiv_abs_rjina.md	downloaded_abs_rjina_pdf
SRC-081	Gap2;Gap6	academic_preprint	ShieldAgent: Shielding Agents via Verifiable Safety Policy Reasoning	https://arxiv.org/abs/2503.22738	raw/081_shieldagent_safety_policy_reasoning_arxiv_abs_rjina.md	downloaded_abs_rjina_pdf
SRC-082	Gap5;Gap6	academic_preprint	Characterizing AI Agents for Alignment and Governance	https://arxiv.org/abs/2504.21848	raw/082_characterizing_ai_agents_alignment_governance_arxiv_abs_rjina.md	downloaded_abs_rjina
